#{"t_start": 1733273477.165031, "env_id": "None"}
r,l,t
-0.006238,26,472.244631
-0.006209,26,472.274036
-0.006187,26,472.301085
-0.006131,26,472.331344
-0.006149,26,472.360922
-0.006036,26,472.390357
-0.006143,26,472.420723
-0.006468,26,472.451398
-0.006101,26,472.47999
-0.00616,26,472.508323
-0.006196,26,472.537544
-0.006034,26,472.564708
-0.006072,26,474.421491
-0.006293,26,474.449502
-0.006077,26,474.476995
-0.006082,26,474.503829
-0.002006,6,474.510364
-0.042476,105,474.625109
-0.006291,28,474.653723
-0.006522,26,474.680365
-0.006115,26,474.712494
-0.006114,26,474.739603
-0.002464,8,474.747828
-0.006338,26,474.773974
-0.006207,26,474.80193
-0.006332,26,474.831602
-0.006133,26,474.859621
-0.006511,26,474.88782
-0.006327,26,474.915817
-0.006001,26,474.94297
-0.006286,26,474.970169
-0.006262,26,475.0008
-0.006104,26,475.026928
-0.006307,26,475.054797
-0.006187,26,475.084009
-0.006001,26,475.111262
-0.002523,8,475.118773
-0.006099,26,475.147753
-0.006255,26,475.173694
-0.006195,26,475.202588
-0.006036,26,475.229803
-0.002247,8,475.238314
-0.00249,8,475.247393
-0.006246,26,475.276127
-0.006072,26,475.303888
-0.00201,6,475.309397
-0.006151,26,475.339459
-0.006248,26,475.369493
-0.006389,26,475.396843
-0.006114,26,475.427334
-0.006215,26,475.456457
-0.006153,26,475.483522
-0.006201,26,475.51284
-0.006108,26,475.539747
-0.006701,28,475.569318
-0.006302,26,475.596715
-0.006395,26,475.629964
-0.002508,8,475.638065
-0.006051,26,475.665194
-0.00249,8,475.67372
-0.006274,26,475.702917
-0.006156,26,475.730597
-0.006299,26,475.757172
-0.006057,26,475.783869
-0.006071,26,475.811557
-0.006285,28,475.843125
-0.006421,26,475.872067
-0.002104,6,475.877149
-0.006103,26,475.906585
-0.006319,26,475.932601
-0.00201,6,475.939672
-0.006124,26,475.966868
-0.043881,105,476.091552
-0.006175,26,476.120004
-0.006035,26,476.148743
-0.002508,8,476.157794
-0.041236,105,476.270788
-0.006076,26,476.30519
-0.006185,26,476.342103
-0.006193,26,476.373077
-0.002508,8,476.385591
-0.006041,26,476.418405
-0.002039,6,476.425456
-0.006073,26,476.46081
-0.006218,26,476.49051
-0.006299,26,476.52067
-0.006172,26,476.551174
-0.006189,26,476.583493
-0.006151,26,476.611121
-0.006363,26,476.636285
-0.006395,26,476.66292
-0.006174,26,478.338757
-0.006261,26,478.364274
-0.002464,8,478.372849
-0.006252,26,478.397644
-0.006127,26,478.425013
-0.00201,6,478.431645
-0.00201,6,478.437685
-0.006344,26,481.439593
-0.002104,6,481.449274
-0.006338,28,481.485003
-0.002039,6,481.491533
-0.002415,8,481.501883
-0.006356,26,481.531659
-0.006267,26,481.566684
-0.006134,26,481.600867
-0.002347,8,481.611799
-0.001977,6,481.618306
-0.041728,105,481.7472
-0.006194,26,481.776
-0.006235,26,481.804471
-0.001977,6,481.811025
-0.006356,26,481.838323
-0.002071,6,481.844759
-0.005965,26,481.873545
-0.002104,6,481.880619
-0.041453,105,482.005391
-0.006482,26,482.040195
-0.003624,18,482.063273
-0.001977,6,482.070786
-0.006175,26,482.102773
-0.006742,26,482.132288
-0.002104,6,482.139431
-0.006223,26,482.171211
-0.002071,6,482.179213
-0.002104,6,482.185444
-0.006128,26,482.213062
-0.006505,26,482.245358
-0.002104,6,482.251873
-0.002071,6,482.258478
-0.006334,26,482.286908
-0.006401,26,482.313304
-0.006173,26,482.340947
-0.003377,8,482.349968
-0.006389,26,482.377256
-0.00249,8,482.386919
-0.006121,26,482.442238
-0.006207,28,482.506654
-0.006278,26,482.545157
-0.006804,28,482.582781
-0.002039,6,482.593379
-0.041865,105,482.730379
-0.006153,26,482.775937
-0.006039,26,482.827296
-0.006185,26,482.880734
-0.006362,26,482.923197
-0.006201,26,482.959474
-0.006279,26,483.000979
-0.006468,28,483.05579
-0.002039,6,483.066061
-0.006241,26,483.10781
-0.006257,26,483.146611
-0.006039,26,483.1854
-0.002104,6,483.194449
-0.006301,26,483.231654
-0.00625,26,483.26997
-0.006092,26,483.313818
-0.002039,6,483.325983
-0.006111,26,483.373063
-0.006008,26,483.423743
-0.006195,26,483.470285
-0.006709,28,483.514436
-0.00649,28,483.553756
-0.001946,6,483.564409
-0.006173,26,483.615365
-0.00646,28,483.667945
-0.006378,26,483.718452
-0.006283,26,483.769617
-0.006372,26,483.799665
-0.041456,105,483.908392
-0.002465,8,483.916387
-0.002104,6,483.923205
-0.006178,26,483.962276
-0.00614,26,484.017128
-0.002039,6,484.028862
-0.00634,26,484.06463
-0.006203,26,484.092311
-0.00612,26,485.841596
-0.002039,6,485.847398
-0.006491,28,485.873801
-0.007078,29,485.901988
-0.006518,26,485.927952
-0.002006,6,485.933798
-0.002104,6,485.94031
-0.006114,26,485.967718
-0.002104,6,485.973777
-0.006264,26,486.000816
-0.04123,105,486.110282
-0.002071,6,486.117281
-0.006468,28,486.143236
-0.002039,6,486.150326
-0.006001,26,486.178953
-0.006159,26,486.208398
-0.042449,105,486.323765
-0.006234,26,486.353852
-0.006388,26,486.381526
-0.006235,26,486.407758
-0.002104,6,486.41574
-0.006149,26,486.445533
-0.002071,6,486.451037
-0.00647,26,486.479812
-0.039587,105,486.58882
-0.00641,26,486.616221
-0.006041,26,486.643208
-0.006227,26,486.66909
-0.001977,6,486.675237
-0.001946,6,486.681784
-0.002104,6,486.687298
-0.002353,8,486.697438
-0.002071,6,486.703953
-0.006414,26,486.732623
-0.006434,26,486.760786
-0.006157,26,486.789409
-0.002071,6,486.794954
-0.006273,26,486.826835
-0.002329,8,486.836548
-0.002322,8,486.843125
-0.006689,28,486.872495
-0.006108,26,486.900085
-0.006226,26,486.926421
-0.006044,26,486.953874
-0.006187,26,486.980454
-0.002039,6,486.986072
-0.001977,6,486.992584
-0.006089,26,487.020281
-0.006107,26,487.046576
-0.00201,6,487.052942
-0.003377,8,487.061459
-0.006148,26,487.087423
-0.006136,26,487.113892
-0.002323,8,487.122401
-0.006041,26,487.149005
-0.006365,26,487.176991
-0.006293,28,487.207471
-0.006305,26,487.235161
-0.006281,26,487.26256
-0.006265,26,487.291502
-0.006143,26,487.326156
-0.002071,6,487.333088
-0.006047,26,487.360888
-0.006071,26,487.387887
-0.002071,6,487.394541
-0.006164,26,487.420794
-0.006311,26,487.448499
-0.006038,26,487.475194
-0.006367,26,487.500834
-0.006149,26,487.527419
-0.006449,26,487.553891
-0.006249,26,487.583056
-0.00658,28,487.611912
-0.001946,6,487.617913
-0.001946,6,487.624144
-0.006397,26,487.651202
-0.006235,26,487.678528
-0.006311,26,487.710408
-0.002104,6,487.717916
-0.007329,29,487.747602
-0.006498,28,487.776139
-0.006354,26,487.802416
-0.002006,6,487.808823
-0.00249,8,487.819338
-0.006298,26,487.850018
-0.006195,26,487.877177
-0.006355,26,487.904863
-0.00613,26,487.930008
-0.006339,26,487.957674
-0.00624,26,487.983265
-0.006278,26,489.780664
-0.006598,28,489.808455
-0.002104,6,489.814437
-0.006174,26,489.840374
-0.0399,105,489.945591
-0.00623,26,489.971267
-0.006168,26,489.998984
-0.006224,26,490.026814
-0.002465,8,490.033736
-0.001946,6,490.039841
-0.006358,26,490.066792
-0.006203,26,490.093254
-0.006218,26,490.119962
-0.002104,6,490.126038
-0.002347,8,490.134447
-0.006267,26,490.161935
-0.001946,6,490.167955
-0.006666,26,490.194611
-0.006192,26,490.22207
-0.006346,26,490.253414
-0.006081,26,490.282454
-0.006187,26,490.310663
-0.006216,26,490.339428
-0.006451,26,490.366545
-0.006262,26,490.394395
-0.006124,26,490.422339
-0.006374,26,490.451077
-0.042596,105,490.560355
-0.006138,26,490.585752
-0.041889,105,490.704997
-0.006232,26,490.740518
-0.03976,105,490.854844
-0.006715,28,490.881763
-0.0063,26,490.907392
-0.006412,26,490.934385
-0.006251,26,490.96158
-0.006342,26,490.991474
-0.006255,26,491.021072
-0.005993,26,491.047694
-0.006314,26,491.072905
-0.006203,26,491.098829
-0.006571,26,491.123463
-0.006155,26,491.151105
-0.007363,29,491.181634
-0.006133,26,491.208444
-0.006435,26,491.242171
-0.002071,6,491.248726
-0.002478,8,491.257216
-0.001946,6,491.264223
-0.002071,6,491.270733
-0.006357,26,491.297994
-0.00642,26,491.325873
-0.006293,26,491.354311
-0.006343,26,491.381355
-0.006325,26,491.409455
-0.006065,26,491.438845
-0.006183,26,491.466486
-0.006188,26,491.493113
-0.006314,26,491.526392
-0.002006,6,491.532463
-0.006472,28,491.561252
-0.00629,26,491.58781
-0.002006,6,491.595492
-0.006177,26,491.624947
-0.002371,8,491.63358
-0.006167,26,491.659527
-0.006342,26,491.687432
-0.002522,8,491.70049
-0.006335,26,491.734838
-0.00661,28,491.764261
-0.006349,26,491.789557
-0.007071,29,491.818194
-0.00618,26,491.845581
-0.006485,26,491.872807
-0.041573,105,493.681666
-0.006336,26,493.711849
-0.006434,28,493.74098
-0.006489,26,493.766403
-0.002071,6,493.771927
-0.006334,26,493.79672
-0.003188,22,493.818719
-0.003491,22,493.841605
-0.006118,26,493.870191
-0.006185,26,493.89573
-0.007342,29,493.926175
-0.006229,26,493.953189
-0.002006,6,493.958717
-0.006304,28,493.990243
-0.00612,26,494.016804
-0.006348,26,494.043587
-0.006206,26,494.071092
-0.006198,26,494.098347
-0.00246,8,494.106786
-0.003657,18,494.125317
-0.006221,26,494.158237
-0.006489,26,494.234366
-0.001946,6,494.245493
-0.006142,26,494.29169
-0.001946,6,494.298115
-0.002039,6,494.304948
-0.00623,26,494.334187
-0.006495,26,494.362064
-0.006373,26,494.388025
-0.006151,26,494.412517
-0.002006,6,494.419058
-0.006191,26,494.443291
-0.002483,8,494.454054
-0.001977,6,494.459608
-0.006279,26,494.487906
-0.006382,26,494.513119
-0.006555,26,494.538496
-0.040747,105,494.641818
-0.006202,26,494.666421
-0.006308,26,494.694688
-0.001946,6,494.702653
-0.00615,26,494.735341
-0.00231,8,494.743063
-0.00201,6,494.748783
-0.006144,26,494.776342
-0.006409,28,494.806849
-0.002039,6,494.811876
-0.007128,29,494.839699
-0.006382,26,494.863919
-0.006476,26,494.889284
-0.006071,26,494.914515
-0.002275,11,494.924067
-0.00246,8,494.932353
-0.006329,28,494.959868
-0.006502,28,494.987075
-0.003564,8,494.994884
-0.002401,8,495.002981
-0.006528,28,495.028764
-0.00201,6,495.033863
-0.006301,26,495.059245
-0.002104,6,495.065797
-0.00624,26,495.090637
-0.007248,29,495.118175
-0.006322,26,495.144482
-0.006276,26,495.169834
-0.006152,26,495.195636
-0.002104,6,495.201692
-0.002404,8,495.210372
-0.002446,8,495.218924
-0.00622,26,495.252923
-0.006463,28,495.281606
-0.006549,26,495.307075
-0.006138,26,495.331494
-0.006156,26,495.357998
-0.006165,26,495.384481
-0.00623,26,495.411423
-0.00246,8,495.418992
-0.00625,26,495.446942
-0.006333,26,495.471807
-0.006317,26,495.498676
-0.003509,8,495.505318
-0.002541,8,495.51391
-0.006671,26,495.540637
-0.006161,26,495.570136
-0.006224,26,495.597795
-0.00635,26,495.625307
-0.006284,26,495.656701
-0.006148,26,495.685091
-0.001977,6,495.693618
-0.002006,6,495.700044
-0.006195,26,495.737817
-0.002523,8,495.746897
-0.006502,26,495.773305
-0.006107,26,495.801056
-0.006376,26,495.825628
-0.006393,26,495.851265
-0.003498,22,497.58741
-0.006427,26,497.612728
-0.001977,6,497.618238
-0.006331,26,497.643127
-0.006291,26,497.670872
-0.002039,6,497.677128
-0.006221,26,497.707721
-0.002104,6,497.714386
-0.006239,26,497.74071
-0.002039,6,497.747407
-0.006174,26,497.774309
-0.006186,26,497.799905
-0.006444,26,497.827266
-0.002104,6,497.834344
-0.001977,6,497.840718
-0.00201,6,497.845854
-0.00643,26,497.877109
-0.006274,26,497.905214
-0.002039,6,497.911307
-0.002383,8,497.920447
-0.006079,26,497.948305
-0.006299,28,497.976157
-0.006599,28,498.004799
-0.006216,26,498.031574
-0.00633,26,498.059552
-0.006548,28,498.088023
-0.006166,26,498.115896
-0.001977,6,498.124961
-0.006141,26,498.153445
-0.006668,28,498.181812
-0.00748,29,498.209999
-0.002509,8,498.218
-0.006454,28,498.245931
-0.006296,26,498.272055
-0.001946,6,498.27712
-0.006335,26,498.303686
-0.006616,26,498.329537
-0.007235,29,498.358473
-0.006333,26,498.384379
-0.007365,29,498.415093
-0.002104,6,498.42062
-0.002322,8,498.432199
-0.002039,6,498.438205
-0.00634,26,498.466051
-0.006127,26,498.491281
-0.006109,26,498.514062
-0.001912,6,498.520149
-0.006311,26,498.5449
-0.00201,6,498.550919
-0.006304,26,498.575204
-0.006346,26,498.604159
-0.006231,26,498.634875
-0.006358,26,498.66318
-0.006231,26,498.693355
-0.006528,28,498.723042
-0.007113,29,498.751108
-0.002383,8,498.759779
-0.002071,6,498.765304
-0.006238,26,498.791668
-0.002504,8,498.799973
-0.002415,8,498.808946
-0.007631,29,498.838887
-0.006274,26,498.865203
-0.002459,8,498.872733
-0.002308,8,498.881742
-0.006258,26,498.907655
-0.006302,26,498.936059
-0.006105,26,498.964015
-0.002445,8,498.973734
-0.006333,26,498.999096
-0.006136,26,499.025343
-0.006355,26,499.051337
-0.003541,18,499.068978
-0.003333,22,499.090539
-0.003104,8,499.099668
-0.006284,26,499.125656
-0.002104,6,499.134374
-0.003156,22,499.156476
-0.006143,26,499.184245
-0.006432,28,499.2124
-0.006238,26,499.237872
-0.001977,6,499.244445
-0.006379,26,499.271107
-0.006127,26,499.306998
-0.006243,26,499.35502
-0.006111,26,499.395752
-0.006519,26,499.426492
-0.006355,26,499.453704
-0.042272,105,499.558632
-0.006349,26,499.585044
-0.006079,26,499.617829
-0.006241,26,503.150804
-0.006205,26,503.184087
-0.002006,6,503.191172
-0.006091,26,503.222675
-0.006286,26,503.254851
-0.006433,26,505.258048
-0.006245,26,505.305502
-0.002322,8,505.315689
-0.006135,26,505.349989
-0.006294,26,505.377504
-0.006247,26,505.404304
-0.006186,26,505.435736
-0.002071,6,505.443413
-0.006551,28,505.47364
-0.006294,26,505.499107
-0.002266,8,505.504973
-0.006316,26,505.531458
-0.002039,6,505.537905
-0.001912,6,505.54344
-0.006364,26,505.567771
-0.002006,6,505.57379
-0.002104,6,505.579568
-0.002104,6,505.586557
-0.006255,28,505.617915
-0.00242,8,505.629731
-0.006339,26,505.667062
-0.006471,28,505.698487
-0.006283,26,505.738058
-0.002006,6,505.744619
-0.002071,6,505.753818
-0.001977,6,505.760332
-0.006122,26,505.789537
-0.006333,26,505.817963
-0.003174,8,505.826104
-0.006159,26,505.851067
-0.006729,28,505.880767
-0.007259,29,505.907786
-0.00616,26,505.935478
-0.002071,6,505.941579
-0.006348,26,505.972221
-0.006408,26,506.000148
-0.006477,28,506.029801
-0.003213,8,506.036862
-0.006139,26,506.064258
-0.0063,26,506.091507
-0.006125,26,506.11821
-0.006471,28,506.145908
-0.006467,28,506.172327
-0.006036,26,506.199948
-0.001946,6,506.205157
-0.006095,26,506.233557
-0.006409,28,506.267073
-0.002071,6,506.276147
-0.006194,26,506.314612
-0.002039,6,506.323681
-0.001977,6,506.336613
-0.006328,28,506.376139
-0.006208,26,506.403131
-0.006226,26,506.429535
-0.006375,28,506.456794
-0.00654,28,506.484546
-0.006129,26,506.508423
-0.006687,28,506.53594
-0.006402,26,506.561278
-0.006146,26,506.586809
-0.006207,26,506.61498
-0.041259,105,506.811589
-0.00239,8,506.825692
-0.002071,6,506.832714
-0.006217,26,506.863401
-0.006414,26,506.893031
-0.006211,26,506.923143
-0.002298,8,506.932854
-0.006127,26,506.959811
-0.006674,28,506.986646
-0.006175,26,507.013122
-0.006295,26,507.039351
-0.002039,6,507.045415
-0.006237,26,507.074022
-0.002483,8,507.082566
-0.006556,26,507.111089
-0.006174,26,507.138769
-0.00711,29,507.1678
-0.00627,26,507.19496
-0.006287,26,507.229864
-0.006272,26,507.269301
-0.006161,26,507.316216
-0.006134,26,507.349658
-0.006308,26,507.379912
-0.002071,6,507.387582
-0.006159,26,507.418425
-0.006361,26,507.449633
-0.042024,105,507.562079
-0.00624,26,507.587432
-0.007356,29,507.616903
-0.006207,26,509.490793
-0.041759,105,509.633754
-0.006353,28,509.664033
-0.006308,26,509.6908
-0.006093,26,509.720349
-0.006266,26,509.747527
-0.006328,26,509.777341
-0.006321,26,509.808115
-0.006145,26,509.844886
-0.006111,26,509.872938
-0.00623,26,509.899023
-0.006213,26,509.923664
-0.006193,26,509.949507
-0.006185,26,509.973897
-0.042564,105,510.076372
-0.006274,26,510.101136
-0.002104,6,510.107299
-0.006257,26,510.137581
-0.006227,26,510.164231
-0.006187,26,510.192337
-0.006155,26,510.221001
-0.006127,26,510.250729
-0.006171,26,510.277231
-0.006221,26,510.30451
-0.006287,26,510.33578
-0.00231,8,510.343314
-0.002071,6,510.349466
-0.006164,28,510.375987
-0.003273,8,510.384546
-0.006343,26,510.412243
-0.00201,6,510.41877
-0.006664,26,510.447043
-0.006066,26,510.475263
-0.006353,26,510.501933
-0.006191,26,510.531696
-0.002039,6,510.537715
-0.002006,6,510.546859
-0.002071,6,510.552904
-0.006,26,510.581739
-0.006192,26,510.608636
-0.005974,26,510.635849
-0.002039,6,510.643119
-0.006123,26,510.671051
-0.001912,6,510.678579
-0.006247,26,510.709706
-0.006126,26,510.737162
-0.006056,26,510.763539
-0.006145,26,510.792526
-0.006132,26,510.827088
-0.006428,28,510.862582
-0.006575,28,510.891661
-0.006282,26,510.915991
-0.006251,26,510.941848
-0.00626,26,510.972458
-0.006293,26,511.00445
-0.002039,6,511.015303
-0.006108,26,511.048405
-0.003273,8,511.055319
-0.006137,26,511.081622
-0.00606,26,511.107664
-0.006197,26,511.141765
-0.002071,6,511.150899
-0.00609,26,511.189322
-0.006162,26,511.226307
-0.006301,26,511.25812
-0.006245,26,511.284644
-0.006203,26,511.311726
-0.006241,26,511.342907
-0.006291,28,511.370737
-0.006327,26,511.396089
-0.001977,6,511.401175
-0.006316,28,511.430176
-0.006148,26,511.457679
-0.002039,6,511.463692
-0.00201,6,511.469643
-0.006174,26,511.495065
-0.002104,6,511.501096
-0.002441,8,511.508761
-0.006333,26,511.533581
-0.006377,26,511.5576
-0.006142,26,511.584374
-0.006235,26,511.609833
-0.006175,26,511.635124
-0.006145,26,511.66093
-0.002104,6,511.667452
-0.006077,26,511.691764
-0.00201,6,511.700002
-0.001977,6,511.70708
-0.002104,6,511.713088
-0.006387,26,513.591804
-0.006188,26,513.61777
-0.002265,8,513.626286
-0.006264,26,513.650793
-0.006256,28,513.678188
-0.002374,11,513.687925
-0.00626,26,513.723256
-0.006232,26,513.75132
-0.00625,26,513.783415
-0.00201,6,513.79109
-0.007119,29,513.829931
-0.006505,26,513.856559
-0.006059,26,513.884968
-0.00631,26,513.913601
-0.00616,26,513.943398
-0.006237,26,513.969299
-0.006174,26,513.995775
-0.006255,26,514.025541
-0.007227,29,514.055818
-0.0032,22,514.083206
-0.0063,26,514.138517
-0.006143,26,514.232346
-0.006215,26,514.261502
-0.002104,6,514.268054
-0.00626,26,514.294994
-0.006456,28,514.325886
-0.003555,8,514.336334
-0.002483,8,514.345694
-0.00201,6,514.351197
-0.003382,8,514.359766
-0.006119,26,514.388608
-0.006172,26,514.416882
-0.001912,6,514.425025
-0.006149,26,514.458943
-0.006274,26,514.486497
-0.001946,6,514.493053
-0.002427,8,514.502724
-0.002247,8,514.510797
-0.006359,26,514.541455
-0.006164,26,514.56905
-0.006046,26,514.594668
-0.006527,28,514.633786
-0.006294,26,514.670062
-0.006112,26,514.703925
-0.002522,8,514.710962
-0.006592,28,514.739367
-0.006368,28,514.770068
-0.006093,26,514.795523
-0.006308,26,514.820781
-0.00618,26,514.847953
-0.006195,26,514.880078
-0.006242,26,514.959254
-0.006157,26,515.018262
-0.002006,6,515.027741
-0.002527,8,515.042394
-0.006277,26,515.07409
-0.007132,29,515.144591
-0.006181,26,515.205478
-0.006154,26,515.284106
-0.006366,26,515.336957
-0.002104,6,515.346362
-0.003448,22,515.377428
-0.00249,8,515.389325
-0.006152,26,515.445716
-0.006063,26,515.515895
-0.006351,26,515.565494
-0.002071,6,515.576091
-0.006105,26,515.625704
-0.006212,26,515.672956
-0.00639,26,515.7077
-0.006473,28,515.748631
-0.007283,29,515.831269
-0.006307,26,515.901044
-0.006299,26,515.955348
-0.002039,6,515.977436
-0.003135,22,516.052917
-0.006171,26,516.092108
-0.006224,26,516.130141
-0.006256,28,516.168782
-0.00625,28,516.205897
-0.006363,26,516.241996
-0.006381,26,516.279487
-0.006303,28,516.339465
-0.006425,26,516.395683
-0.00617,26,516.458846
-0.002039,6,516.46945
-0.006143,26,516.508678
-0.006306,26,516.546393
-0.00611,26,516.580701
-0.006335,26,516.609752
-0.006276,26,516.637501
-0.007048,29,516.666522
-0.00201,6,516.671575
-0.040709,105,519.37708
-0.006141,26,519.406509
-0.006238,26,519.445739
-0.00626,26,519.476067
-0.006355,26,519.507043
-0.002104,6,519.514051
-0.001946,6,519.520577
-0.006285,26,519.547074
-0.006213,26,519.571768
-0.006107,26,519.597763
-0.001946,6,519.603914
-0.002104,6,519.61146
-0.001946,6,519.617011
-0.002071,6,519.62356
-0.006315,26,519.649397
-0.006461,26,519.675162
-0.006273,26,519.70408
-0.002497,8,519.717837
-0.002039,6,519.727652
-0.001912,6,519.735994
-0.003179,8,519.747465
-0.006193,26,519.785792
-0.006246,26,519.811842
-0.006165,26,519.836586
-0.002104,6,519.841795
-0.002445,8,519.850137
-0.006144,26,519.875832
-0.002006,6,519.881451
-0.006444,28,519.910381
-0.002479,8,519.921924
-0.002006,6,519.927998
-0.006156,26,519.955168
-0.006499,28,519.984741
-0.002104,6,519.990334
-0.003335,22,520.011746
-0.006216,26,520.040005
-0.00201,6,520.045811
-0.002006,6,520.051902
-0.00339,8,520.05923
-0.002006,6,520.06423
-0.006163,26,520.089667
-0.00632,26,520.113719
-0.006192,26,520.139827
-0.006315,26,520.164245
-0.006277,28,520.190501
-0.006214,26,520.215978
-0.006547,28,520.244397
-0.006428,26,520.268096
-0.006165,26,520.291813
-0.007107,29,520.320951
-0.002446,8,520.331781
-0.006234,26,520.36056
-0.006157,26,520.386189
-0.006245,26,520.411634
-0.006293,26,520.447773
-0.006224,26,520.474947
-0.006126,26,520.501198
-0.040194,105,520.605195
-0.006072,26,520.632649
-0.006145,26,520.658823
-0.006123,26,520.684214
-0.006319,26,520.715382
-0.00643,26,520.742251
-0.006294,26,520.766551
-0.006233,26,520.793066
-0.006195,26,520.820337
-0.001977,6,520.825842
-0.006405,26,520.8541
-0.001912,6,520.860175
-0.002275,11,520.870697
-0.00201,6,520.877264
-0.006115,26,520.904709
-0.006149,26,520.932943
-0.006176,26,520.963712
-0.006121,26,520.993133
-0.006309,26,521.019177
-0.00642,28,521.047754
-0.006333,28,521.075312
-0.002304,8,521.083921
-0.00627,26,521.110365
-0.006252,28,521.138085
-0.006072,26,521.1655
-0.00201,6,521.171499
-0.006187,26,521.19801
-0.003683,8,521.205181
-0.006247,26,521.231904
-0.006344,26,521.258551
-0.006258,26,521.283727
-0.006174,26,521.310291
-0.006276,26,521.337908
-0.001977,6,521.343439
-0.006302,26,521.371147
-0.002341,8,521.380604
-0.006258,26,521.405688
-0.007116,29,523.228997
-0.006533,26,523.254907
-0.00201,6,523.260439
-0.006889,28,523.288537
-0.006291,26,523.313914
-0.006214,26,523.339242
-0.003617,18,523.35529
-0.006333,26,523.381721
-0.002523,8,523.390038
-0.006384,26,523.415993
-0.006337,26,523.442959
-0.006269,26,523.471282
-0.006472,26,523.498781
-0.002353,8,523.50753
-0.001977,6,523.51353
-0.001946,6,523.519045
-0.001946,6,523.526143
-0.002483,8,523.534386
-0.002104,6,523.539925
-0.007432,29,523.568637
-0.002441,8,523.57715
-0.002441,8,523.584707
-0.002039,6,523.590863
-0.003695,18,523.610566
-0.002261,8,523.621233
-0.002006,6,523.627282
-0.006229,26,523.654712
-0.006209,26,523.680744
-0.006167,26,523.708787
-0.001977,6,523.715786
-0.006226,26,523.743207
-0.0061,26,523.767885
-0.001977,6,523.774333
-0.006273,26,523.799887
-0.002266,8,523.807748
-0.006236,26,523.832863
-0.006278,26,523.858326
-0.002006,6,523.863874
-0.006529,28,523.891717
-0.007175,29,523.921789
-0.006095,26,523.947712
-0.007647,29,523.977664
-0.003591,18,523.993255
-0.00201,6,524.000083
-0.001912,6,524.006778
-0.006235,26,524.035968
-0.002006,6,524.041991
-0.006455,28,524.068853
-0.002367,8,524.076418
-0.002006,6,524.083057
-0.006217,26,524.10939
-0.041414,105,524.220723
-0.006393,26,524.246613
-0.006446,28,524.274428
-0.002497,8,524.282589
-0.007114,29,524.310535
-0.006173,28,524.339764
-0.006395,26,524.365158
-0.006111,26,524.395301
-0.006424,26,524.438428
-0.001946,6,524.445825
-0.006256,26,524.477319
-0.006332,28,524.507638
-0.002104,6,524.51364
-0.039039,105,524.628663
-0.006904,28,524.656384
-0.00627,26,524.681432
-0.006324,26,524.710934
-0.00201,6,524.716936
-0.006356,26,524.743159
-0.002006,6,524.74882
-0.006264,26,524.773575
-0.00655,26,524.799718
-0.002497,8,524.812063
-0.001946,6,524.820127
-0.006184,26,524.853382
-0.002478,8,524.863399
-0.007152,29,524.896409
-0.007534,29,524.92296
-0.002104,6,524.929675
-0.003174,8,524.937698
-0.006188,26,524.962338
-0.003677,18,524.978842
-0.006486,26,525.064327
-0.006404,26,525.089673
-0.00229,8,525.098099
-0.006414,26,525.135739
-0.002304,8,525.148844
-0.00326,22,525.184311
-0.002071,6,525.19445
-0.003268,8,525.202918
-0.001977,6,525.212351
-0.001912,6,525.219886
-0.002039,6,525.228682
-0.006285,26,525.258097
-0.006206,26,525.285867
-0.006027,26,525.316565
-0.001912,6,525.325099
-0.007269,29,525.354264
-0.006051,26,525.378982
-0.006258,26,525.407283
-0.006192,26,525.438679
-0.006229,26,527.382843
-0.006647,28,527.410306
-0.006403,26,527.440678
-0.00625,26,527.467812
-0.002006,6,527.475064
-0.006414,26,527.499488
-0.039399,105,527.609642
-0.007238,29,527.643764
-0.006254,26,527.676924
-0.006545,28,527.715571
-0.002006,6,527.726262
-0.002308,8,527.737005
-0.001912,6,527.744648
-0.007419,29,527.775085
-0.006258,26,527.802921
-0.006101,26,527.827296
-0.006276,26,527.853857
-0.006335,26,527.87722
-0.006521,26,527.904047
-0.006614,26,527.931689
-0.006537,26,527.958696
-0.003179,8,527.966698
-0.001912,6,527.972052
-0.006618,28,527.999789
-0.007119,29,528.029015
-0.006092,26,528.056786
-0.002553,18,528.074437
-0.007354,29,528.107635
-0.006259,26,528.13264
-0.002039,6,528.138145
-0.006732,28,528.167713
-0.006343,26,528.193248
-0.002006,6,528.199801
-0.006181,26,528.230747
-0.006245,26,528.258518
-0.00617,26,528.285545
-0.006184,26,528.313337
-0.002039,6,528.320107
-0.001946,6,528.326151
-0.006273,26,528.352852
-0.003683,8,528.362695
-0.006848,28,528.391725
-0.006581,28,528.418996
-0.006112,26,528.447153
-0.006413,28,528.475238
-0.002039,6,528.480257
-0.00201,6,528.487767
-0.006726,26,528.513743
-0.001977,6,528.519253
-0.006385,26,528.545524
-0.002104,6,528.551045
-0.006218,26,528.578738
-0.002006,6,528.584768
-0.002298,8,528.591599
-0.006577,28,528.621257
-0.007185,29,528.649863
-0.041801,105,528.768997
-0.006454,26,528.794598
-0.006747,28,528.822291
-0.006498,28,528.849829
-0.006301,26,528.876199
-0.006272,26,528.901984
-0.001977,6,528.908681
-0.006158,26,528.936267
-0.006319,26,528.962649
-0.007227,29,528.991746
-0.00342,22,529.013858
-0.006164,26,529.040844
-0.002071,6,529.046864
-0.001912,6,529.052973
-0.006275,26,529.080636
-0.002006,6,529.086146
-0.003222,22,529.110368
